Customer_Number,Division
89733513,Personal Electronics Division
89733513,Novelty Gift Division
89831275,Health Products Division
89831275,Personal Electronics Division
89831275,Novelty Gift Division
89941439,Clothing Division
89941439,Health Products Division
89941439,Personal Electronics Division
89941439,Novelty Gift Division
90127317,Health Products Division
90127317,Automotive Division
90127317,Jewelry Division
90234469,Health Products Division
90293689,Clothing Division
90293689,Housewares Division
90293689,Health Products Division
90293689,Automotive Division
90293689,Personal Electronics Division
90293689,Computers Division
90293689,Garden Division
90293689,Novelty Gift Division
90293689,Jewelry Division
90363219,Housewares Division
90363219,Health Products Division
90363219,Automotive Division
90363219,Personal Electronics Division
90363219,Novelty Gift Division
90363219,Jewelry Division
90731795,Health Products Division
90731795,Personal Electronics Division
90731795,Garden Division
90731795,Novelty Gift Division
90797481,Housewares Division
90797481,Health Products Division
90797481,Personal Electronics Division
90797481,Garden Division
90923467,Housewares Division
90923467,Health Products Division
90923467,Personal Electronics Division
91271288,Housewares Division
91271288,Health Products Division
91447771,Housewares Division
91447771,Health Products Division
91447771,Personal Electronics Division
91528893,Health Products Division
91528893,Automotive Division
91528893,Garden Division
91528893,Novelty Gift Division
91885996,Health Products Division
91885996,Automotive Division
91885996,Personal Electronics Division
91885996,Garden Division
91885996,Novelty Gift Division
91958496,Housewares Division
91958496,Health Products Division
91958496,Personal Electronics Division
91958496,Jewelry Division
92059310,Health Products Division
92059310,Automotive Division
92059310,Personal Electronics Division
92059310,Novelty Gift Division
92304484,Health Products Division
92304484,Personal Electronics Division
92304484,Garden Division
92304484,Novelty Gift Division
92356120,Health Products Division
92356120,Personal Electronics Division
92356120,Novelty Gift Division
92558105,Housewares Division
92558105,Health Products Division
92558105,Garden Division
92558105,Jewelry Division
94085982,Health Products Division
94085982,Personal Electronics Division
94177458,Health Products Division
94177458,Garden Division
94177458,Jewelry Division
94265428,Health Products Division
94265428,Automotive Division
94297900,Housewares Division
94297900,Health Products Division
94297900,Automotive Division
94297900,Personal Electronics Division
94297900,Garden Division
94297900,Novelty Gift Division
94297900,Jewelry Division
94438298,Clothing Division
94438298,Health Products Division
94438298,Personal Electronics Division
94438298,Garden Division
94438298,Novelty Gift Division
94871555,Housewares Division
94871555,Health Products Division
94871555,Jewelry Division
95264693,Housewares Division
95264693,Health Products Division
95264693,Personal Electronics Division
95264693,Novelty Gift Division
95316212,Housewares Division
95316212,Health Products Division
95316212,Automotive Division
95316212,Garden Division
95316212,Novelty Gift Division
95316212,Jewelry Division
95371613,Health Products Division
95371613,Personal Electronics Division
95371613,Garden Division
95371613,Novelty Gift Division
95371613,Jewelry Division
95461430,Clothing Division
95461430,Housewares Division
95461430,Health Products Division
95461430,Personal Electronics Division
95461430,Garden Division
95461430,Novelty Gift Division
95461430,Jewelry Division
95524179,Housewares Division
95524179,Health Products Division
95612362,Health Products Division
95612362,Personal Electronics Division
95612362,Garden Division
95612362,Novelty Gift Division
95931689,Health Products Division
95931689,Personal Electronics Division
96154356,Health Products Division
96154356,Automotive Division
96154356,Jewelry Division
96227632,Health Products Division
96227632,Garden Division
96227632,Jewelry Division
96467808,Housewares Division
96467808,Health Products Division
96467808,Personal Electronics Division
96467808,Garden Division
96467808,Jewelry Division
96627856,Housewares Division
96627856,Health Products Division
96627856,Personal Electronics Division
96627856,Jewelry Division
96703699,Housewares Division
96703699,Health Products Division
96703699,Personal Electronics Division
96703699,Garden Division
96703699,Jewelry Division
96868849,Clothing Division
96868849,Health Products Division
96868849,Automotive Division
96868849,Personal Electronics Division
96868849,Garden Division
96868849,Novelty Gift Division
96868849,Jewelry Division
96872437,Housewares Division
96872437,Health Products Division
96872437,Automotive Division
96872437,Personal Electronics Division
96872437,Garden Division
96872437,Novelty Gift Division
96872437,Jewelry Division
96881552,Housewares Division
96881552,Health Products Division
96881552,Jewelry Division
97071005,Health Products Division
97071005,Personal Electronics Division
97289730,Health Products Division
97518591,Housewares Division
97518591,Health Products Division
97518591,Personal Electronics Division
97518591,Garden Division
97729669,Housewares Division
97729669,Health Products Division
97729669,Automotive Division
97729669,Personal Electronics Division
97729669,Garden Division
97729669,Novelty Gift Division
97729669,Jewelry Division
97879464,Housewares Division
97879464,Health Products Division
97879464,Personal Electronics Division
97879464,Jewelry Division
98034473,Health Products Division
98034473,Personal Electronics Division
98034473,Garden Division
98034473,Novelty Gift Division
98717713,Health Products Division
98717713,Personal Electronics Division
98807324,Housewares Division
98807324,Health Products Division
98807324,Personal Electronics Division
98807324,Novelty Gift Division
99118291,Health Products Division
99118291,Personal Electronics Division
99118291,Garden Division
99118291,Jewelry Division
99460883,Housewares Division
99460883,Health Products Division
99460883,Personal Electronics Division
99460883,Garden Division
99460883,Novelty Gift Division
99530776,Health Products Division
99530776,Personal Electronics Division
99530776,Novelty Gift Division
99683500,Health Products Division
99683500,Personal Electronics Division
99742637,Housewares Division
99742637,Health Products Division
